epoch,train_mse,val_mse,train_mae,val_mae
1,0.9938809871673584,1.0566085577011108,0.8477882146835327,0.8361701965332031
2,0.9892796874046326,1.059044361114502,0.8441712856292725,0.8371661305427551
3,0.9841412901878357,1.0574965476989746,0.8408582210540771,0.8370110988616943
4,0.981030285358429,1.0619359016418457,0.8368285894393921,0.8386443257331848
5,0.9756377935409546,1.052330732345581,0.8356574177742004,0.8366987109184265
6,0.9725863337516785,1.051400899887085,0.8334986567497253,0.836677610874176
7,0.9690305590629578,1.055859923362732,0.8285247087478638,0.8385023474693298
8,0.9669248461723328,1.057799220085144,0.8267871737480164,0.8388087153434753
9,0.9640000462532043,1.053212285041809,0.8262647986412048,0.8375840783119202
10,0.9614148736000061,1.0489728450775146,0.8257078528404236,0.8362312316894531
11,0.9582110047340393,1.0467857122421265,0.824407696723938,0.8356496095657349
12,0.9577194452285767,1.0516263246536255,0.822994589805603,0.8369620442390442
13,0.9548183679580688,1.0513639450073242,0.8212295770645142,0.8363788723945618
14,0.9532183408737183,1.0495249032974243,0.8205679655075073,0.8365398645401001
15,0.950140118598938,1.042531967163086,0.8204431533813477,0.8340734839439392
16,0.9471752047538757,1.0389866828918457,0.8195949196815491,0.8322331309318542
17,0.945415735244751,1.043270468711853,0.8174811005592346,0.8339223861694336
18,0.941891074180603,1.0401161909103394,0.8160406947135925,0.8318848013877869
19,0.9395223259925842,1.03974449634552,0.814582109451294,0.8319247961044312
20,0.9363316297531128,1.034213900566101,0.8138500452041626,0.8296367526054382
21,0.9342613220214844,1.0329976081848145,0.8126257658004761,0.8298773169517517
22,0.9322509765625,1.0349665880203247,0.811096727848053,0.8294891119003296
23,0.9304735660552979,1.0315778255462646,0.8105655312538147,0.8297716975212097
24,0.9287622570991516,1.03627347946167,0.8082523345947266,0.8298470377922058
25,0.9275529384613037,1.0338271856307983,0.8082425594329834,0.8292256593704224
26,0.9248608350753784,1.0320663452148438,0.8070552349090576,0.8283469676971436
27,0.9254209995269775,1.0335792303085327,0.8071346282958984,0.8286911249160767
28,0.9225870370864868,1.0321459770202637,0.8056148290634155,0.8281257152557373
29,0.9210067987442017,1.0291892290115356,0.8055804371833801,0.8268219232559204
30,0.9183303117752075,1.028777837753296,0.8036854863166809,0.8264147639274597
31,0.9166702032089233,1.0304979085922241,0.8022891283035278,0.8256708979606628
32,0.9158297777175903,1.028018832206726,0.8020271062850952,0.825995147228241
33,0.9144718647003174,1.0272845029830933,0.8012738823890686,0.8257587552070618
34,0.9144485592842102,1.0243037939071655,0.8018791079521179,0.8255321383476257
35,0.9141061305999756,1.0274287462234497,0.8006935715675354,0.8268247246742249
36,0.9130897521972656,1.0236661434173584,0.8008223176002502,0.8261849284172058
37,0.9115554690361023,1.02168869972229,0.799877941608429,0.8254932761192322
38,0.9103769659996033,1.0215784311294556,0.7990683913230896,0.8252770304679871
39,0.9098690748214722,1.020800232887268,0.7986538410186768,0.824733555316925
40,0.907598614692688,1.0256147384643555,0.796284556388855,0.8256757259368896
41,0.9072956442832947,1.0268943309783936,0.7960509657859802,0.8251196146011353
42,0.9065433740615845,1.0295287370681763,0.7944289445877075,0.8260390758514404
43,0.9063478112220764,1.0308778285980225,0.7942105531692505,0.826516330242157
44,0.9040382504463196,1.0296614170074463,0.7925556898117065,0.8254498839378357
45,0.9023025035858154,1.028343915939331,0.7918146848678589,0.8247424364089966
46,0.9015582799911499,1.0280615091323853,0.7913172841072083,0.8243772983551025
47,0.9006528258323669,1.0273619890213013,0.7908986806869507,0.8236870169639587
48,0.8997471928596497,1.0271012783050537,0.7903972864151001,0.8227298855781555
49,0.898276150226593,1.024891972541809,0.7899877429008484,0.8219552636146545
50,0.8968239426612854,1.0244170427322388,0.7888149619102478,0.8209699988365173
51,0.895309329032898,1.0260026454925537,0.7874192595481873,0.8213642835617065
52,0.8943883776664734,1.0262635946273804,0.7867305278778076,0.8206157684326172
53,0.8936781287193298,1.0266921520233154,0.7858850955963135,0.8209388852119446
54,0.8924075365066528,1.027016043663025,0.784730076789856,0.8214664459228516
55,0.8920676112174988,1.030100703239441,0.7831910848617554,0.821388840675354
56,0.8911482095718384,1.0313957929611206,0.7824766039848328,0.8216157555580139
57,0.8902032971382141,1.0278220176696777,0.7820253968238831,0.8209523558616638
58,0.8894160985946655,1.0242589712142944,0.781745195388794,0.821003794670105
59,0.8897267580032349,1.0274080038070679,0.7821610569953918,0.822460412979126
